Article Id,Article Title,Answer,Topic,Public,Created Time,Modified Time
422353000005628451,credit card not processing,"I am sorry you are having difficulties 
with your credit card. Not knowing where you are experiencing your situation with
our website not processing your VISA card,

I believe you should 1) try another browser and/or 2) try another 
credit card. We could process your payment over the phone, however of 
course we cannot call another country for this, so I look forward to you having a
 positive change in your purchase. Also, if you have a PayPal account, y ou could go to that and transfer whatever the cost for your purchase is to our account: glenn@zurinstitute.com .
 Since this is not a normal payment method, if you do this, please follow 
up with an email with what it is you are purchasing and the total cost 
paid and we can add the course/s to your account manually. If
 you can let us know what your problem is, more specifically, with a 
screen shot perhaps, we might be able to further assist you. I hope this helps. Deborah Porter Director of Operations Zur Institute once they pay response: Hello again Iva, I see your payment and have activated the course in your account so you may begin at any time. Below are some general instructions to help you navigate your account. Let me know if I can further assist. Deborah Porter Director of Operations Zur Institute -------------------- First, sign in to your account at https://ce.zurinstitute.com/attendee/mycme/mycme.jsp (upper right hand link in our site all pages) using your email and 
password you created. You will land in your account at ""My Courses"". 
Find the course you 
want to start first and click the button that says""Begin"" or ""Resume"". 
This will 
take you either 
to the Course Materials page or the Posttest depending on where you are 
in the process. If it takes you to the Course Materials, clicking the 
links will bring up new tabs or windows in your browser. For all audios,
 there are links that say ""for text transcript, click here"" for text 
based articles. To access your 
posttest,  look at the bottom of the Course Materials page for the 
""Continue"" link. When you are in the posttest, you can always access 
your course materials again by clicking the link near the top that 
states: ""To review course materials, click here"". If you leave the 
course for any reason and you have any answers completed on your posttest, 
there is an auto-save function in the posttest that should always save 
your answers. However , I always suggest that you click Save at the bottom of the 
posttest. After you pass the posttest, continue on 
(and on) through the prompts to complete the evaluations and you will 
finally be presented with your certificate of completion.",Boilerplate Templates,False,2020-03-23 19:31:42,2021-03-01 22:17:50
422353000005628453,course approved by my state?,"Hello xx, I would like to direct you to our Board Approvals page at https://www.zurinstitute.com/licensing-board-approvals/ where you will see all of our Board Approvals, including APA, NBCC, ASWB and many others. There is also this statement for Social Workers on this page: Social Workers: Zur Institute, Inc., provider #1113, is approved as a provider for social work continuing education by the Association of Social Work Boards (ASWB) www.aswb.org , through the Approved Continuing Education (ACE) program. Zur Institute, Inc. maintains responsibility for the program. ASWB Approval Period: 06/1/2018 – 06/01/2021. Social workers should contact their regulatory board to determine course approval. AND Most US states and all Canadian provinces accept CE programs offered by ASWB Approved Continuing Education sponsors, such as Zur Institute, Inc., to fulfill the CE requirements for Social Workers (as of January 2020) . PLEASE SEE What jurisdictions accept ACE? for exceptions. *While most social work licensing boards accept the CE credit from courses offering ACE credit as valid towards meeting the licensee’s CE requirements towards relicensure, licensees are responsible for determining whether specific courses meet their jurisdiction’s requirements. State and provincial regulatory boards have the final authority to determine whether an individual course may be accepted for continuing education credit. ​ I hope this helps. Lynn, Support Team Zur Institute, Inc.",Boilerplate Templates,False,2020-03-26 02:48:39,2020-03-26 02:57:38
422353000005628455,Can't get back into courses - Not loading,"Hello xx, We received your message about your challenge to get back into the course. Our system appears to be working well but it is possible you experiencing challenges given a slower internet speed in your area given the over use of it these days. I would recommend that you try restart your computer and try opening the course using a different browser except Internet Explorer which we are no longer supporting. If the challenge persists please let me know and someone will call you back. Sincerely, Catalina Support Team Zur Institute, Inc.",Boilerplate Templates,False,2020-04-04 19:09:43,2020-04-04 19:10:40
422353000005628457,problem loading page,"Hello, Here are some suggestions, however there are outages and sporadic connectivity throughout the internet. First of all to see if it is you or Zur Institute, go to https://downforeveryoneorjustme.com/ There is also an excellent article explaining the overall effect of Coronavirus on the internet: https://www.weforum.org/agenda/2020/03/will-coronavirus-break-the-internet/ and Live State of the Internet: https://livemap.pingdom.com/ Our engineering department has ascertained that there
is nothing they can do as Zur Institute is up, but as always, they have suggestions for you: 1. Try using a different 
browser. We
 have tested in Firefox, Chrome, and Edge and find the site working from
 a few different areas of the US. 2. If you are using Internet Explorer as your browser, please note that it 
is not supported. 3. Try clearing your cache in all browsers you
 intend to use. So keep trying. Sincerely, Deborah Porter Director of Operations Zur Institute, Inc.",Boilerplate Templates,False,2020-04-08 22:51:34,2021-09-23 20:59:16
422353000005628461,Texas board approval change,"On February 28, 2019 , the Texas State
          Board of Examiners of Professional Counselors stopped renewing Continuing Education Providers. On April 13, 2019, the Texas Board of Examiners of
        Marriage and Family Therapists adopted new rules that no longer
        require the Board's approval of
        Continuing Education Providers . From the Texas Board of Examiners of Professional Counselors website at https://www.bhec.texas.gov/texas-state-board-of-examiners-of-professional-counselors/faqs/index.html AND the Texas Board of Examiners of Marriage and Family Therapists website at https://www.bhec.texas.gov/texas-state-board-of-examiners-of-marriage-and-family-therapists/faqs/index.html The Council does not approve continuing education providers. Instead, 
the Council has adopted rules that outline what is considered 
appropriate continuing education. This means a licensee can receive 
continuing education from any person or organization that provides the 
education in accordance with the Council’s rules. No approval by the 
Council is needed for the individual or organization to engage in the 
delivery of continuing education. Licensees are still audited for 
continuing education compliance and during those reviews, staff evaluate
 the continuing education documentation submitted. If you were an 
“approved provider” with HHSC (added: ZI was an ""approved provider""), you may continue to provide continuing 
education without having to renew.",Boilerplate Templates,False,2020-04-22 23:31:02,2021-04-22 01:34:01
422353000005628463,Password reset by DP,"Hello xx, I am sorry you are having difficulties with the password reset. If you 
send me your desired new password and permission to change your current 
to your desired new password, I can take care of that for you. Deborah Porter Director of Operations Zur Institute",Boilerplate Templates,False,2020-04-22 23:41:18,2022-01-10 17:37:26
422353000005628469,Webinars: Can I get a Certificate of Completion,"Though we cannot provide a specific certificate, attendees will receive 
an email confirmation the day after the webinar acknowledging 
participation. We do not have the capacity to create these for the community forums.",Boilerplate Templates,False,2020-06-09 00:59:22,2021-09-23 20:58:21
422353000005628473,Practice telehealth across state lines,"Here is a recent July 2020 update: www.zurinstitute.com/online/th12_across_state_licensurea.pdf However, due
 to the many laws and codes of ethics of varying professions, we 
recommend you contact the licensing board of the state in which you hold
 your license and/or the organization that determines the standards 
and ethics for  your profession.",Boilerplate Templates,False,2020-06-26 03:09:17,2020-07-12 22:36:38
422353000005685037,Use tokens and cc,"Dear xx You can only use the number of tokens you have to purchase a course. 
The software does not allow mixed methods of payment, it is either 
tokens or cc.

You can purchase more tokens at https://www.zurinstitute.com/homeonlinepkgs-selfselect/ Alternatively, I can offer you a promotion code of THANKS88 good for 10% off a purchase of the course without tokens. I hope this helps. Lynn, Support Team Zur Institute",Boilerplate Templates,False,2020-07-06 20:59:52,2021-12-01 00:42:33
422353000005685116,Course in account not purchased,"Hello xx, It
 may be that you actually looked at the xx course and added
 it to your shopping cart, but you did not
      complete the transaction through payment. The software remembers 
these courses for future purchases in case you were still interested, 
however they are not paid for. If
 you look at ""My Account/Order
      History"" you will see all of your orders that you paid for. I can 
remove that course from your account if you wish to eliminate any future
 confusion. Just let me know. Lynn, Support Team Zur Institute",Boilerplate Templates,False,2020-07-06 21:05:25,2020-07-06 21:06:06
422353000007354406,Practice across state lines link for our use,https://personcenteredtech.com/50-state-emergency-teletherapy-practice-rules-counselors-mfts-psychologists-social-workers/,Boilerplate Templates,False,2020-09-10 02:35:04,2020-09-17 22:55:08
422353000008739710,Updated course - what and when,"We systematically review course content and update references, test
 questions, and outdated course content. The specific updates vary from 
course to course. That said, our courses 
are guaranteed and if you are not satisfied, you may request a 
no-questions-asked refund within 6 months from the purchase. The
 cost is as listed but I can give you a promotion code for 10% off - 
just enter 77ZUR when prompted for a promotion code and click Apply.",Boilerplate Templates,False,2020-11-03 01:39:11,2020-11-03 01:39:38
422353000009898019,Offering Live Webinars?,"You are looking for interactive 
webinars which count as live courses if I am understanding you 
correctly. We have been easing our way into offering these. We are now approved by CPA to offer live webinars for psychologists in CA (see https://www.zurinstitute.com/licensing-board-approvals/#psychologists ) All of our upcoming webinars are listed on our front page at https://www.zurinstitute.com and on the rotating banner at the top of all pages. If you join our mail list, you
 will receive advance notice of all future live webinars that we offer. (look for email sign up at bottom of all pages). If there are any specific topics that interest you, we are always appreciative of suggestions. Sincerely, Customer Support",Boilerplate Templates,False,2020-12-27 18:49:28,2021-07-18 18:59:26
422353000010659053,How to obtain a CEU certificate for a webinar completed a while ago,"Dear xx, I am sorry, but you would 
have had to complete the mandatory webinar evaluation required by the 
board to get the ce credit within the week allotted after the webinar. 
Once the report is submitted to the board for approval, we are not able to go backward. I
 can however offer you a promotion code good for 10% off all of your 
future purchases. When asked on checkout for a promotion code, enter 
77ZUR and click Apply to see the discount on your purchase. I hope this helps. Sincerely, Deborah Porter Director of Operations Zur Institute",Boilerplate Templates,False,2021-01-31 22:58:31,2021-01-31 23:00:04
422353000010783370,Approved by NY for Psychologists,"Hello Dr. xx, Thank you for your patience with us through this process. I am proud to announce that 
as of February 4, 2021: Zur
      Institute is recognized  by the New York
        State Education Department's State Board for Psychology as
      an approved provider of continuing education for licensed
      psychologists #PSY-0029. Courses offered for the sole purpose of personal
        development, marketing, business practices, and maximizing
        profits for the practice of a licensed psychologist shall not be
        considered by the NYSED Board for Psychology as acceptable
        continuing education. Ethics or Laws courses: NY State licensees are responsible
        for complying with NY laws, rules and regulations. NY
          specific ethics course coming soon. Please refer
        to the Office of the Professions (link Office of the Professions
        to http://www.op.nysed.gov/prof/psych/psychlaw.htm ). Please accept this promotion code, THANKSNY21 good for 10% off all our 130+
online CE courses . Have a great weekend. Deborah Porter Director of Operations Zur Institute",Boilerplate Templates,False,2021-02-05 02:40:46,2021-02-05 02:41:25
422353000010980202,CAM Cert Program OR course gone,"Hello Dr. Abreu, That program was just removed for updating. I believe it will be available again but I can't tell you when it will be returning. Very sorry. Lynn, Support Team Zur Institute",Boilerplate Templates,False,2021-02-12 03:19:29,2021-02-12 03:20:13
422353000011302738,Teletherapy in Times of COVID download,"Good morning xx, Thank you for your order.
This is a download and not a course. Here is your download page for your order: https://www.zurinstitute.com/online/covid_KK.html Sincerely, Zur Institute",Boilerplate Templates,False,2021-02-25 17:22:19,2021-02-25 17:22:57
422353000014400265,Payment page problem with paying,"Good morning xx, I believe there may have been a glitch in 
the system yesterday, however I have tested it this morning and have found it working
 now. Here is information I put together as I was testing this am for 
you: First add the course to your account and click continue: You will then verify your payment information for your card: Do NOT use a # sign for an apt number in your address or it will not work and you will need to start over completely: You will then be presented with your payment page: I hope this helps. Let me know if you still need assistance and I will be happy to help. ---- On  Sun, 20 Jun 2021 12:03:08 -0700 15714471927 wrote ---- Call received from +15714471927 | +15714471927 was missed.",Boilerplate Templates,False,2021-06-20 19:07:29,2021-06-20 19:27:11
422353000014436176,courses on closed caption,"As of 6/22/2021 from Haim: ZI courses do not relate to the topic of closed captions. In case that 
closed captions involve real people to type them, they should sign a 
confidentiality agreement. It's similar to process groups where there is an interpreter that translates 
between languages, ie English to Chinese or vice versa. They sign an agreement about 
confidentiality. and/or from Glenn: None of our courses presently cover this topic, as we have
            never considered this before. I would suggest you put her
            in touch with Alison Freeman, one
              of our authors who is hearing impaired. ( dralisonfreeman@gmail.com )  She and I had
            a meeting using Google talk as it has cc built in.  I do not
            know whether it is HIPPA compliant and I think Alison will
            know. and/or from Marty: I would refer her to Gallaudet University's counseling
                                  center.",Boilerplate Templates,False,2021-06-21 22:34:35,2021-06-21 22:35:52
422353000015989179,Phone Call now? Send email reason,"We are a bit short staffed so it may be a day or two before someone can 
call you back.  We can respond quicker if you are able to reply via 
email with information on how we can help you.  Otherwise you can expect
 a call as quickly as we have someone available.",Boilerplate Templates,False,2021-08-11 21:02:23,2021-08-11 21:02:58
422353000016168218,Webinar certificate does not say APA approved for CEU credits-Why,"From our Board Approvals page specific to psychologists at https://www.zurinstitute.com/licensing-board-approvals/#psychologists Zur Institute is approved by the American Psychological Association (APA) to sponsor continuing education for psychologists. Zur Institute maintains responsibility for this program and its content. NOTE: While the APA CESA office does not have a list of states 
that accept CE credit for APA-approved sponsors such as Zur Institute, 
they have a fully updated list of APA-approved sponsors . If you search their list, you will see that Zur Institute is approved 
for Home Study and not live courses, which is why we also have CPA 
approval: California Psychologists: Zur
 Institute is approved by the California Psychological Association to 
provide continuing professional education for psychologists. Zur 
Institute maintains responsibility for this program and its contents. Therefore, your homestudy course 
certificates of completions will have both APA and CPA approval 
statements, while live interactive course certificate of completions 
will only have the CPA approval statement. I hope this helps explain and if I can be of further assistance, please let me know. Sincerely, Deborah Porter Director of Operations Zur Institute",Boilerplate Templates,False,2021-08-17 22:01:26,2021-08-17 22:02:16
422353000016902098,Why do CA and NY view webinars as live and interactive and other states do not?,"States
 do not determine whether a specific webinar qualifies as live CE, state
 regulations only determine whether a psychologist needs to obtain live 
CE credits and whether they can obtain those through interactive 
webinars. It
 is APA that makes the determination whether CE providers can offer live
 CEs for webinars. Due to the way we are approved by APA they prohibit 
us from providing live CEs via webinars.  This is a decision they made 
many years ago and in spite of us and others repeatedly requesting they 
update their policies to reflect the new realities, to date they refuse 
to do so. None
 of the other accrediting agencies have adopted this position.  New York
 and California have mechanisms in place that allow us to provide live 
CEs to psychologists licensed in those states.",Boilerplate Templates,False,2021-09-10 03:06:20,2021-09-10 03:08:36
422353000017214179,webinar course not live access,"Hello, Following
is information about accessing your XX CE credit for the webinar XXXXXX with Dr. WWWWW CE CREDIT: To receive xx CE credits (not live credits)
please add Dr. Klein’s Pornography course to your Zur Institute account by clicking on this
link (insert link here) . This
link should not be shared with others. Once you add the course to your account
you have 3 years to complete it. To view a short
     step-by-step tutorial video to access your certificate of completion click HERE . When you click on
     the link to access your course given above you will be asked to sign into your account and to add
     the course to your cart (for NO additional fee) If you are new to Zur
     Institute, please create an account by clicking on “new
     user”. You can access our FAQ page for support by searching for ""New User"" HERE . If you have other items
     in your cart that you do not wish to purchase, click on the “remove”
     button on each item under “quantity”. After clicking
     “continue” on the “payment confirmation” page, you will arrive at the
     content page. You will have access to view the recording of the webinar at
     your convenience. After successfully
     passing the posttest and completing the evaluation, you
     will receive immediate access to view/download your certificate of
     completion. Please let me know if you have any
questions.",Boilerplate Templates,False,2021-09-20 19:46:21,2021-11-03 22:26:30
422353000020158872,No Surprises Act and Form,"There is
 conflicting information out there re: the No Surprises Act. If you download the form we are 
offering for free at https://www.zurinstitute.com/NoSurprisesActForm.docx, you will see this at the top: The No Surprises Act was enacted in
2020 with the goal of protecting patients from unexpected bills for healthcare
services, such as charges for out-of-network emergency care. Many of its
provisions do not apply directly mental health providers. However, as per the
opinion of APA, and summarized in this article : “ Beginning
January 1, 2022, psychologists and other mental health care providers will be
required by law to give uninsured and self-pay patients a good faith estimate
of costs for services that they offer , when scheduling care or when the
patient requests an estimate.” Here are some key features of the “good faith estimate” disclosure
requirements, as discussed in APA’s article New billing
disclosure requirements take effect in 2022",Boilerplate Templates,False,2022-01-06 22:58:09,2022-01-06 22:59:21
422353000020217765,Reviewer / Author Inquiries,"1. Forward to Glenn 2. Send this to inquiry: Thank you for your interest.  We have had a large number of
      people respond and our interviewing potential authors and
      reviewers.  We will keep your information on file to review in February.  We will reach out if your experience is a good match for
      future projects. 3. Assign to Glenn 4. then close",Boilerplate Templates,False,2022-01-10 00:15:44,2022-01-26 02:33:10
422353000020272253,"Difficulties with purchase, appt time for DP to call","Good morning xx, I am sorry 
you are having difficulties with your purchase. I would be happy to 
telephone you and see if I can process your purchase. Let me know a good
 time to call today 
(please give me two choices) 
as well as a good phone number and I will confirm that appointment time 
and call you then. Sincerely, Deborah Porter Director of Operations Zur Institute",Boilerplate Templates,False,2022-01-10 17:53:30,2022-01-10 17:54:31
422353000020272802,"How many hours for CA-Psychologist needed to supervise LMFT, LCSW, LPCC or LEP","From https://www.zurinstitute.com/2022_SupervisionChanges.pdf which is taken from https://www.bbs.ca.gov/pdf/law_changes_2022/supervision_reg_changes.pdf What these changes mean for Supervisors The new requirements in this section pertain only to supervisors licensed as a LMFT, LCSW, LPCC or LEP. As in the past, supervisors who are a Licensed Psychologist or a Board - Certified Psychiatrist are not mandated to take supervisor coursework or training, though it is recommended that they do so.",Boilerplate Templates,False,2022-01-10 23:47:38,2022-01-10 23:49:21
422353000020290120,Can a cell phone be used for a webinar,"Yes, a cell phone can be used via the zoom app using the link, as 
well as these instructions for audio are provided via the Zoom 
confirmation. Note this is JUST a visual 
example, not for a real webinar: 1. Join from PC, Mac, iPad, or Android (this is using the provided link) 2. Join via audio One tap mobile: US: +13xx6266799,,885xx064110#,,,, *034792# or +16xxx588656,,885xxx64110#,,,, *034792# Or dial: For higher quality, dial a number based on your current location. US: +1 312 xxx6799 or +1 646 558 xxxx or +1 xxx715 8592 or +1 346 xxx7799 or +1 xxx900 6833 or +1 xxx 215 8782 Meeting ID: 885 3806 4110 Passcode: 034792",Boilerplate Templates,False,2022-01-11 02:12:59,2022-01-11 02:15:00
422353000020349310,no zoom link for webinar,"Hello xx, I see you registered for this webinar and have resent the registration email with the zoom info by separate email. I am also copying it below for your convenience. Lynn, Support Team Zur Institute --------------------",Boilerplate Templates,False,2022-01-12 23:14:09,2022-01-12 23:14:40
422353000020349799,refunding webinars,"refund via Paypal and then go manually remove them from Zoom. They can 
cancel their signup via zoom but it will not refund them. The only way 
to refund them is for them to contact support and we manually refund 
it.",Boilerplate Templates,False,2022-01-13 18:11:00,2022-01-13 18:11:50
422353000020423177,Declined: 10626-Transaction refused due to risk model,"Hello xx, Unfortunately, at this time, we 
are unable to do anything re: this decline on your cc. We have been told that If you have
      received a notice when attempting to pay that says: There
        was a problem with your credit card information. Please check
        your card and reenter your card information. Declined:
        10626-Transaction refused due to risk model please provide a different payment method or contact PayPal
        Business Support If you would like further assistance, please contact me and I will see what other options I can help with. Sincerely, Deborah Porter Director of Operations Zur Institute",Boilerplate Templates,False,2022-01-16 23:37:08,2022-01-16 23:59:07
422353000020456762,CS change password,"Good morning xx, I have updated your password per your request

and tested it to work. You can sign in using your email 
and the new password. You can always change this when you sign in by going to your Profile. You will find the change password at the bottom of the Profile page. Let me know if I can be of further assistance. Deborah Porter Director of Operations Zur Institute",Boilerplate Templates,False,2022-01-17 18:33:57,2022-01-17 18:35:29
422353000020489203,Video only continuing education courses,"All of the courses listed in the section ""Videos, Audio, or Transcripts-ALL Versions for Learner's Choice""

 at https://www.zurinstitute.com/materials-index/#learners-choice are offered in all formats, including video.",Boilerplate Templates,False,2022-01-18 21:11:52,2022-01-18 21:12:13
422353000020536060,escalating an email to another person in the org,"Thanks so much for your message! Your case requires a bit more 
investigation so I’m passing it up to a senior member of our team to 
look into. You’ll hear back from us soon. Thanks for your patience! Sincerely,",Boilerplate Templates,False,2022-01-20 19:09:53,2022-01-20 19:10:21
422353000020628747,American Professional Agency Discount,"We have a page at American Professional Agency, Inc. (APA) is now affiliated with Zur Institute! – Zur Institute that should explain the discount. Should you need further clarification, please let us know. xxx Support Team Zur Institute",Boilerplate Templates,False,2022-01-25 01:30:13,2022-07-12 01:05:24
422353000020707057,Where are the Presentation Slides Handout for the webinar,Please log into your account and go to My Webinars.  Select the upcoming webinar and on the right side you will see a Download Webinar Handout option. Click on Download Webinar Handout. An example of what you will see in your account.,Boilerplate Templates,False,2022-01-27 04:49:23,2022-06-09 01:43:12
422353000020792042,AASECT CEUs and Marty Klein,"Hello XX, For more information about 
the AASECT CEUs for Marty Klein's webinar, please contact Dr. Marty Klein directly at mklein@sexed.org . He will respond to you within 24 hours. Sincerely, XX, Support Team Zur Institute",Boilerplate Templates,False,2022-01-30 17:38:30,2022-01-30 17:39:04
422353000020792691,"I registered and paid for the webinar, but  it says i have no account with Zur","Good morning XX, The registration in zoom and 
the course for ce credits are two separate programs. You do not have a 
Zur Institute course program account, therefore this information pertains to 
you: If you are new to Zur Institute , please create a new account by clicking on “new user” and To view a short video tutorial showing the steps you need to take to get your certificate of completion, click HERE . I hope this helps explain. XX, Support Team Zur Institute",Boilerplate Templates,False,2022-01-30 18:00:58,2022-01-30 18:02:08
422353000021513220,Desk Tasks for Webinar Info,Desk Tasks for Webinars,Boilerplate Templates,False,2022-02-16 00:41:20,2022-02-16 00:43:07
422353000021820181,Adding course to account,"Go to Rievent 1. You must first locate the course you want to add to their account in list of programs 2. On the tab under programs, Click records . 3. Under that, Click: Data Entry Workflow. A popup window will appear 4. Enter the student's First Name and Last name as it appears in their account and click Continue 5. You will see one of the following options. First option; Participation Records in Current Program  shows that client has already put this course in their cart. This one will not always show because they may not have put it in their cart. If it DOES and all the info matches, i.e name/email, click Select under that option. Second option, User Accounts shows that they actually have an account. This too will not always show. If it DOES and if option 1 DOES NOT show, click Select under that option. Third option will show if client happens to have another account under the same name but with a different email. Between the second and third options choose the User Account that shows the correct info, ie name/email. Do not use the fourth option per Deborah’s advise. 6. Click Select if they have the course already in their cart (the first option above). This will take you to a shopping cart for the person, just as if you were signed in as the student. IF THE CLIENT DID NOT HAVE THE COURSE IN THEIR SHOPPING CART ALREADY: You will just see one option, USER ACCOUNTS.  Click Select You will then be in the shopping cart. Now follow these directions: 7. Choose the course and at the bottom click Add to Cart. 8. You need to create or activate a promotion code for 100%. (Let me know if you don’t know how to do that). Add the promotion code and click APPLY . Finally click CONTINUE.  OR USE YOUR OWN 100% OFF CODE 9.  Stop there. You are done. Do not click the next CONTINUE as that will put you in the student's account.* 10. Deactivate the promotion code you used. 11. Go to the client’s account to make sure they do have the course you added to their account.",Boilerplate Templates,False,2022-02-24 04:16:25,2022-02-24 04:17:18
422353000023866223,Website Down,"Our website will be undergoing maintenance Monday May 2nd between the hours of midnight and 1:00 pm Pacific Daylight Time.  During these hours you will not be able to access any of your courses.  Once our new learning platform is ready to go, the first time you access your account, you will be guided to create a new password and verify your account information. We appreciate your patience as we move to an updated and simpler to use system.",Boilerplate Templates,False,2022-04-28 02:03:47,2022-05-02 00:42:06
422353000024057001,Adding Course to customer account & order history,Adding course new LMS. https://vimeo.com/713421724/c9ed2ff7a7,Boilerplate Templates,False,2022-05-02 21:54:12,2022-05-24 04:08:17
422353000024057043,Creating a Certificate Program as a Group,NEw LMS,Boilerplate Templates,False,2022-05-02 21:56:04,2022-05-02 21:56:11
422353000024057083,Create Discount or Coupon,New LMS This is not working 100% correctly at the moment. Tag Laurie on tickets that need a code created. https://vimeo.com/713422096/cda80c28e0,Boilerplate Templates,False,2022-05-02 21:57:35,2022-05-24 04:03:50
422353000024057125,Looking up products,New LMS,Boilerplate Templates,False,2022-05-02 21:59:34,2022-05-02 21:59:40
422353000024057167,Removing course from account,New LMS https://vimeo.com/713422206/9c6476d892,Boilerplate Templates,False,2022-05-02 22:01:47,2022-05-25 04:57:28
422353000024057207,Using Phone in Help Desk,Using phone in Desk,Boilerplate Templates,False,2022-05-02 22:04:08,2022-05-02 22:04:23
422353000024057281,View test questions,New LMS https://vimeo.com/713422243/ed9211818f,Boilerplate Templates,False,2022-05-02 22:05:19,2022-05-24 04:00:30
422353000024057317,Zur Customer Reports,New LMS,Boilerplate Templates,False,2022-05-02 22:08:16,2022-05-02 22:08:17
422353000024057435,Unenroll Customer from course,New LMS,Boilerplate Templates,False,2022-05-02 22:12:10,2022-05-02 22:12:10
422353000024057471,Update Product Tokens,New LMS,Boilerplate Templates,False,2022-05-02 22:13:03,2022-05-02 22:13:03
422353000024057507,Webinar and Coupons,New LMS,Boilerplate Templates,False,2022-05-02 22:13:59,2022-05-02 22:13:59
422353000024057581,How Customers can access their My Course and My Webinars,https://vimeo.com/713422096/cda80c28e0,Boilerplate Templates,False,2022-05-02 23:10:09,2022-05-24 04:01:55
422353000024057831,"Update Customer Profile, Password, & Adding Tokens",https://vimeo.com/713422223/2666ce04eb,Boilerplate Templates,False,2022-05-02 23:18:49,2022-05-25 04:58:10
422353000024057869,Refund with PayPal,https://workdrive.zoho.com/file/e2hpu4f7ac486b7a6401086836a49952af699,Boilerplate Templates,False,2022-05-02 23:21:55,2022-05-02 23:22:31
422353000024120332,Courses showing as In Progress/Not Started but I have completed it.,"Please place any tickets that state this problem on hold, and assign to Andrea-Thanks! Thank you for bringing this to my attention. I will be happy to take a look at our system and get this taken care of for you. If you could please provide the following information: 1.  W ich course is not showing as Completed 2. Email address associated with your account Thank you for your patience as we resolve this matter. Support Team Zur Institute",Boilerplate Templates,False,2022-05-04 03:02:08,2022-11-01 22:04:29
422353000024808139,No save so print posttest,"No save so print posttest No auto-save nor a save button
is a known issue we are actively working to resolve. In spite of 7 weeks of testing, new issues
arose once we launched the new site. We
anticipate this will be solved in the near future. In the meantime, we would suggest using your browser's print function to print the posttest and follow 
along, as you review the course material, answering the questions on paper. You must then transfer your 
answers to the online posttest and click Submit in order to progress to your evaluations and the final certificate 
of completion. We do apologize for this inconvenience and hope that you will understand.",Boilerplate Templates,False,2022-05-18 19:46:49,2022-05-18 19:52:54
422353000024961856,Looking up Customer order,New LMS https://vimeo.com/713421735/6601684366,Boilerplate Templates,False,2022-05-24 04:05:37,2022-05-24 04:05:50
422353000025985049,For those who make a purchase and it shows in Paypal but not WooCommerce or their account.,Please ask the customers the following questions: Examples for different browsers below. What device did you make the purchase on? For example: Windows computer Mac computer Android phone/tablet iPhone/iPad What browser were you using? For example: Chrome Safari Internet Explorer Edge Firefox What version of the browser were you using?,Boilerplate Templates,False,2022-06-16 01:03:49,2022-06-16 01:08:59
422353000027044602,Abandoned Cart Message,"Email heading:  Reaching out from Customer Service. We noticed you left items in your cart.  The reason we are reaching out to you is that some customers report they have had difficulty completing purchases in our system and we are checking to be sure that was not a factor for you.  If you do not want or need the items in your cart, there is no need to respond.  However, if you had difficulties or have any other questions, we are happy to assist.",Boilerplate Templates,False,2022-07-13 06:29:53,2022-07-15 04:28:01
422353000027093067,My family needs assistance or is looking for counseling services,"Zur Institute is a Continuing Education site for mental health providers, we do not offer counseling services. We do recommend you reach out to your insurance company for assistance as they should be able to recommend locations. I wish you luck in finding the services that are best for your family. Thank you!",Boilerplate Templates,False,2022-07-13 19:24:47,2022-07-13 19:25:57
422353000027157079,Unable to Purchase,"If you receive any tickets with customers unable to make purchases please make sure to ask them what type of device they are using and which Browser they are using, what exactly is happening that they are unable to make the purchase. Are they receiving an error message? If they seem tech savvy ask them if they would possibly take a screen shot of their experience while trying to make the purchase. Possibly ask them the Browser number they are using. (this can be done by selecting the three-dot icon in the top right corner. Select Settings option in the drop-down menu. Step 3: Scroll down and tap About Chrome. The version number appears on the following screen. Please leave the ticket open and make a private comment letting us know they were unable to make payment.",Boilerplate Templates,False,2022-07-15 00:27:50,2022-07-15 04:07:49
422353000027225015,Student Discount,Thank you for your interest in our courses. We do offer a student discount. Please use the code STUD20 at checkout to receive a 20% discount on courses. Courses By Subject – Zur Institute,Boilerplate Templates,False,2022-07-15 23:35:53,2022-07-15 23:36:33
422353000027686240,I would like to retake a course that I have already taken.,"Thank you for contacting Customer Support. If you have not already provided us with the course name and number, please do so and we will be in touch on how to proceed within 48-72 hours. Thank you for your patience.",Boilerplate Templates,False,2022-07-26 23:58:56,2022-07-27 00:06:44
422353000028556025,Can you recommend a resource for a form?,"We do not have this available, we recommend you reach out to your professional organization and ask if they have one you can use. If you are looking for a specific form, I would recommend you check our package of clinical forms that we sell (though it does not contain a retirement letter).",Boilerplate Templates,False,2022-08-17 01:49:12,2022-08-17 01:51:34
422353000028970160,Does this course meet the requirements,"Hi, Within California, and virtually every other state, specific courses are not approved. CE providers are accredited and once accredited, all of their courses fulfill requirements for CEs. All
 of our courses are specifically designed to meet requirements laid out 
by various state boards. Virtually all state boards, including BOP and 
BBS, accept courses developed by providers accredited by APA, NBCC, 
ASWB, CPA, or the other organizations listed on our Board Approvals page. In
 some cases, certain states have unique specifications and when we have 
designed a course to meet those requirements, that is noted below the 
course title. If a course does not mention is meets a specific criteria, then the course satisfies requirements for any of the required CEs other than the specifically mandated courses such as ethics. If
 you have any concerns, it is advisable to direct your questions to your
 state’s licensing board. You will find contact information on our Board Approvals page. Thank you,",Boilerplate Templates,False,2022-08-25 04:18:27,2023-01-08 22:16:30
